sample_id,temperature_C,n_freq,kk_mu_median,kk_mu_max,kk_passed,claim_band
2026.5.1CS,-21.0,42,0.00816416492516464,0.42523202545800354,True,screening/exploratory (cold tail)
2026.5.1CS,-24.0,42,0.00786929412755501,0.4235458324324495,True,screening/exploratory (cold tail)
2026.5.1CS,-27.0,42,0.0077300488592968,0.420994312873596,True,screening/exploratory (cold tail)
2026.5.1CS,-30.0,42,0.007483305508323701,0.4193285784571215,True,screening/exploratory (cold tail)
2026.5.1CS,-33.0,42,0.029630305154020223,0.342786533694035,True,screening/exploratory (cold tail)
2026.5.1CS,-36.0,50,0.00694826055659195,0.3389927615754246,True,screening/exploratory (cold tail)
2026.5.1CS,-39.0,53,0.00519441672648175,0.31559053371912504,True,screening/exploratory (cold tail)
2026.5.1CS,-39.0,52,0.005169363530152772,0.3098985951401684,True,screening/exploratory (cold tail)
2026.5.1CS,-42.0,52,0.006293050507960604,0.29459058430309326,True,screening/exploratory (cold tail)
2026.5.1CS,-45.0,52,0.007814518696526577,0.2592999739203422,True,screening/exploratory (cold tail)
2026.5.1CS,-48.0,53,0.0066875360369531575,0.26483038324536456,True,screening/exploratory (cold tail)
2026.5.1CS,-51.0,53,0.006137718442205658,0.22522637876262697,True,screening/exploratory (cold tail)
2026.5.1CS,-54.0,52,0.007931026601208296,0.1729619321331208,True,screening/exploratory (cold tail)
2026.5.1CS,-57.0,65,0.009875189357138634,0.2996819768886554,True,screening/exploratory (cold tail)
2026.5.1CS,-60.0,65,0.01226233064977321,0.2977585106723461,True,screening/exploratory (cold tail)
2026.5.9CS,20.0,42,0.007583173632045725,0.4104676431082136,True,main-text (high-T window)
2026.5.9CS,18.0,43,0.007287462445595912,0.4176752316493565,True,main-text (high-T window)
2026.5.9CS,15.0,43,0.007166705875152327,0.4169265619916821,True,main-text (high-T window)
2026.5.9CS,12.0,43,0.007138084340128301,0.4160887736255918,True,main-text (high-T window)
2026.5.9CS,9.0,43,0.006883210010235338,0.4149375980064259,True,main-text (high-T window)
2026.5.9CS,6.0,43,0.006990208949549981,0.41317016090185443,True,main-text (high-T window)
2026.5.9CS,3.0,43,0.007242869576435202,0.4120894422789116,True,main-text (high-T window)
2026.5.9CS,0.0,43,0.007020792978470476,0.4101421414672269,True,main-text (high-T window)
2026.5.9CS,-3.0,43,0.007154857955108203,0.40848637832416634,True,main-text (high-T window)
2026.5.9CS,-6.0,43,0.006816489189758435,0.4057551191848249,True,main-text (high-T window)
2026.5.9CS,-9.0,43,0.006778202824495304,0.403327824456927,True,main-text (high-T window)
2026.5.9CS,-12.0,43,0.007050415036365734,0.397584014694167,True,main-text (high-T window)
2026.5.9CS,-15.0,43,0.006787961379774583,0.39401674641633,True,main-text (high-T window)
2026.5.9CS,-18.0,43,0.006756167418878687,0.3898439341111698,True,main-text (high-T window)
2026.5.9CS,-21.0,43,0.006662511285350809,0.3880819129935853,True,main-text (high-T window)
2026.5.9CS,-24.0,43,0.006763320696342277,0.384133251248959,True,main-text (high-T window)
2026.5.9CS,-27.0,43,0.006451088640710791,0.3799962935944993,True,main-text (high-T window)
2026.5.9CS,-30.0,43,0.0064177736707525385,0.3752653265403426,True,main-text (high-T window)
2026.5.9CS,-33.0,45,0.004678793480033322,0.3208595918935912,True,supplementary (233 K anchor)
2026.5.9CS,-36.0,45,0.004078138589576999,0.30762012418237483,True,supplementary (233 K anchor)
2026.5.9CS,-39.0,45,0.0041221070212444175,0.2969050757258991,True,supplementary (233 K anchor)
2026.5.9CS,-42.0,45,0.004492471271998151,0.28786106410642626,True,supplementary (233 K anchor)
2026.5.9CS,-45.0,45,0.005102945259600842,0.2806668321561622,True,supplementary (233 K anchor)
2026.5.9CS,-48.0,44,0.005304877650762306,0.280836768771354,True,screening/exploratory (cold tail)
2026.5.9CS,-51.0,44,0.005321893705784611,0.29571729857535295,True,screening/exploratory (cold tail)
2026.5.9CS,-54.0,43,0.006493994435875851,0.34485574923429335,True,screening/exploratory (cold tail)
2026.5.9CS,-57.0,43,0.006273102841577805,0.35257984357073013,True,screening/exploratory (cold tail)
2026.5.9CS,-60.0,44,0.006889370607611512,0.3641164826690644,True,screening/exploratory (cold tail)
2026.5.9CS,-63.0,53,0.006537753033466395,0.3581570470319805,True,screening/exploratory (cold tail)
2026.5.9CS,-66.0,53,0.005521674347269623,0.3378234591279492,True,screening/exploratory (cold tail)
2026.5.9CS,-69.0,53,0.007199170302167747,0.30243002171698796,True,screening/exploratory (cold tail)
2026.5.9CS,-72.0,54,0.007200548106732742,0.26657469947974827,True,screening/exploratory (cold tail)
2026.5.9CS,-75.0,55,0.009048785009373315,0.22266523733722074,True,screening/exploratory (cold tail)
2026.5.9CS,-78.0,56,0.011123625971070951,0.17751648589837132,True,screening/exploratory (cold tail)
2026.5.9CS,-81.0,58,0.010217807003171138,0.2443416979788096,True,screening/exploratory (cold tail)
